cust_code,cust_name,feed_no_invoice_number,feeddate,lrno,lrdate,ordno,orddate,cases,freight,coment,subtotal,sumproddis,sumschdis,sumdis,sumsgst,sumcgst,sumigst,adjust,debitamt,creditamt,rounding,netamt,prodcode,prodname,packing,batchno,qty,freeqty,rate,provalue,idisper,imark,expirys,mrp,mrpincl,comcode,comname,mfgdate,mfgcode,mfgname,retprice,sgstper,cgstper,igstper,hsn,igstbill,email_id
M163,MEDCORP PHARMACY(P)LTD,22000730016485,20/05/2022,,,2200083006766,20/05/2022,,,,1509.64,-30.19,0,-30.19,89.92,89.92,0,181.00,0,181.00,1,1539.00,307419,IVREA SHAMPOO,30ML,E517,1,0,75.36,75.36,-2.00,,01/03/2024,123.50,,AJANTA,AJANTA ZILLION DIVI 7559,,8,AJANTA ZILLION DIVI 7559,83.73,9.00,9.00,0,33051090,0,MEDCORPPHARMACY2016@GMAIL.COM
M163,MEDCORP PHARMACY(P)LTD,22000730016485,20/05/2022,,,2200083006766,20/05/2022,,,,1509.64,-30.19,0,-30.19,89.92,89.92,0,181.00,0,181.00,1,1539.00,308372,AVIL 25,15,2NA0019,6,0,6.41,38.46,-2.00,,01/01/2025,9.97,,AVENTI,AVENTIS COMBIFLAM 7600,,39,AVENTIS COMBIFLAM 7600,7.12,6.00,6.00,0,30049099,0,MEDCORPPHARMACY2016@GMAIL.COM
M163,MEDCORP PHARMACY(P)LTD,22000730016485,20/05/2022,,,2200083006766,20/05/2022,,,,1509.64,-30.19,0,-30.19,89.92,89.92,0,181.00,0,181.00,1,1539.00,308342,SEMI AMARYL M,10,SAM22002,3,0,32.81,98.43,-2.00,,01/01/2024,51.04,,AVENTI,AVENTIS AMARYL 7598,,39,AVENTIS AMARYL 7598,36.46,6.00,6.00,0,30049099,0,MEDCORPPHARMACY2016@GMAIL.COM
M163,MEDCORP PHARMACY(P)LTD,22000730016485,20/05/2022,,,2200083006766,20/05/2022,,,,1509.64,-30.19,0,-30.19,89.92,89.92,0,181.00,0,181.00,1,1539.00,308373,AVIL 50,15,2NA0004,6,0,7.08,42.48,-2.00,,01/01/2025,11.01,,AVENTI,AVENTIS COMBIFLAM 7600,,39,AVENTIS COMBIFLAM 7600,7.87,6.00,6.00,0,30049099,0,MEDCORPPHARMACY2016@GMAIL.COM
M163,MEDCORP PHARMACY(P)LTD,22000730016485,20/05/2022,,,2200083006766,20/05/2022,,,,1509.64,-30.19,0,-30.19,89.92,89.92,0,181.00,0,181.00,1,1539.00,COTJ15,COTTON JAYCOT 150GM,150GM,3312,5,0,42.74,213.70,-2.00,,01/02/2023,89.00,,COTTON,COTTON JAYCOT 7625,,65,COTTON JAYCOT 7625,42.74,6.00,6.00,0,56012110,0,MEDCORPPHARMACY2016@GMAIL.COM
M163,MEDCORP PHARMACY(P)LTD,22000730016485,20/05/2022,,,2200083006766,20/05/2022,,,,1509.64,-30.19,0,-30.19,89.92,89.92,0,181.00,0,181.00,1,1539.00,COTJ3,COTTON JAYCOT 8X30GM,8X30GM,3282,1,0,88.52,88.52,-2.00,,01/12/2023,280.00,,COTTON,COTTON JAYCOT 7625,,65,COTTON JAYCOT 7625,88.52,6.00,6.00,0,56012110,0,MEDCORPPHARMACY2016@GMAIL.COM
M163,MEDCORP PHARMACY(P)LTD,22000730016485,20/05/2022,,,2200083006766,20/05/2022,,,,1509.64,-30.19,0,-30.19,89.92,89.92,0,181.00,0,181.00,1,1539.00,TIGR9,TIGER BALM 9ML,9ML,R22033,3,0,35.60,106.80,-2.00,,01/01/2025,47.00,,FMCG 4,FMCG 4 (NO DISCOUNT) 7619,,59,FMCG 4 (NO DISCOUNT) 7619,37.47,6.00,6.00,0,30049011,0,MEDCORPPHARMACY2016@GMAIL.COM
M163,MEDCORP PHARMACY(P)LTD,22000730016485,20/05/2022,,,2200083006766,20/05/2022,,,,1509.64,-30.19,0,-30.19,89.92,89.92,0,181.00,0,181.00,1,1539.00,FOLI25,FOLITRAX 25,10,AT-140222,1,0,174.10,174.10,-2.00,,31/01/2025,253.90,,IPCA A,IPCA ACTIVA 7709,,52,IPCA ACTIVA 7709,193.44,2.50,2.50,0,30049099,0,MEDCORPPHARMACY2016@GMAIL.COM
M163,MEDCORP PHARMACY(P)LTD,22000730016485,20/05/2022,,,2200083006766,20/05/2022,,,,1509.64,-30.19,0,-30.19,89.92,89.92,0,181.00,0,181.00,1,1539.00,67171,UGESIC TAB,10;S,193J2106,1,0,81.00,81.00,-2.00,,01/10/2023,126.00,,MEYER ,MEYER EXCEL  6827,,31,MEYER EXCEL  6827,90.00,6.00,6.00,0,30033900,0,MEDCORPPHARMACY2016@GMAIL.COM
M163,MEDCORP PHARMACY(P)LTD,22000730016485,20/05/2022,,,2200083006766,20/05/2022,,,,1509.64,-30.19,0,-30.19,89.92,89.92,0,181.00,0,181.00,1,1539.00,DETOLS,DETTOL SOAP 45GM,45GM,BUMS076,6,0,7.84,47.04,-2.00,,01/04/2024,10.00,,RCI MO,RCI MOOV 7621,,61,RCI MOOV 7621,8.00,9.00,9.00,0,34013090,0,MEDCORPPHARMACY2016@GMAIL.COM
